id,Ad date,Address,Air conditioning,Balcony,Bathrooms,Unnamed: 6,Condition,Floor,Floor area,Furniture,Garage,Garden,Heating,Kitchen,Lift,Monthly charges,Price,Property type,Ref.,Rental income,Rooms,Terrace,Total floors,Zone
2a1d19d5c1914dadadae0459866495d5,18/06/2019,"Via Villar Focchiardo 12BIS, Torino",,Yes,2,,nuovo / in costruzione,last floor,110m²,Unfurnished,no,Nothing,Communal,Livable,Yes,80 € mensili,310,whole estate,118,,5,,5.0,"Borgo San Paolo, Cenisia"
1f54ddeca92c4e4d93299275c8905d1f,19/07/2019,"Via San Paolo,  Torino",,Yes,1,,buono / abitabile,3,72m²,Unfurnished,no,Nothing,Autonomous,A vista,,70 € mensili,153,whole estate,,,3,,4.0,"Borgo San Paolo, Cenisia"
38d4fdf84d634664a87866e8860ba81e,11/3/2019,"via SCHINA,  Torino",,,2,,nuovo / in costruzione,1,120m²,,1 car,Shared,Communal,Livable,Yes,,386,,-2394946,,4,Yes,5.0,
96e51ff3302c46afa914432bedff3cf0,1/8/2019,"via CREVACUORE 14,  Torino",,Yes,1,,buono / abitabile,2,65m²,,no,Nothing,Communal,Livable,Yes,69 € mensili,110,whole estate,26/06 Crevacuore (2551049),,3,,5.0,"Pozzo Strada, Parella"
dbad793b157842c7968ec5650ecdea12,4/7/2019,"Corso Brescia 62, Torino",,Yes,2,,nuovo / in costruzione,1,139m²,,,,Communal,Kitchenette,Yes,,410,,803,,5,Yes,2.0,"Aurora, Barriera di Milano, Rebaudengo"
f62eac9ba52240729839aabc1c1d79c9,30/07/2019,"via Monte Cengio,  Torino",,Yes,1,,buono / abitabile,raised floor,50m²,Partly Furnished,no,,Communal,Small kitchen,,42 € mensili,55,whole estate,011-3979760 (2546129),,2,,4.0,
2bfeceb7ca244ca8a24ef5ac87698f42,12/7/2019,"Strada d'Harcourt 3, Torino",,Yes,1,,excellent/refurbished,1,80m²,Unfurnished,1 car,Shared,Communal,Kitchenette,,125 € mensili,180,whole estate,HARCOURT,,3,Yes,3.0,
f8b63c163f07421db7d73a22e9977917,4/8/2019,"VIA VASSALLI EANDI,  Torino",,Yes,1,,nuovo / in costruzione,1,90m²,,,,Autonomous,,Yes,83 € mensili,282,whole estate,190804_id_6210,,3,,4.0,"Campidoglio, San Donato, Cit Turin"
a70644741c1a4c34b8d21a774b27eea4,22/06/2019,"via CARLO CAPELLI,  Torino",,Yes,1,,excellent/refurbished,2,80m²,Partly Furnished,1 car,Nothing,Communal,Livable,Yes,70 € mensili,145,whole estate,CORSO FRANCIA. METROPOLITANA. (2154571),,3,,4.0,
132ff798578e4623abf7ebba44a05a49,9/1/2019,"Strada San Mauro 35, Torino",,Yes,1,,buono / abitabile,4,77m²,Unfurnished,1 car,Nothing,Communal,Small kitchen,,70 € mensili,85,whole estate,,,3,,5.0,"Barriera di Lanzo, Falchera, Barca, Bertolla"
c1b4568f4ff246d7820accfc5e8d3fde,31/07/2019,Torino,,Yes,1,,,,91m²,Unfurnished,no,Shared,Communal,Small kitchen,Yes,85 € mensili,159,whole estate,,,3,,,"Borgo San Paolo, Cenisia"
90d13523230b4364a6a7b6f0a007095d,2/8/2019,"largo BORGARO 29,  Torino",,Yes,1,,excellent/refurbished,3,40m²,Partly Furnished,no,Nothing,Communal,Kitchenette,,75 € mensili,62,whole estate,54702,,2,,4.0,
210c36e77aba4fdf888f1b164ea75f51,3/6/2019,"Via Carlo Capelli 74, Torino",,Yes,1,,buono / abitabile,5,63m²,Unfurnished,no,Nothing,Communal,Livable,Yes,50 € mensili,119,whole estate,,,3,,5.0,"Pozzo Strada, Parella"
da1aa204b6e547fb8f4e4e91d1744e8f,6/6/2019,"via Lima,  Torino",,Yes,1,,,1,55m²,Furnished,,,Communal,Small kitchen,Yes,63 € mensili,105,whole estate,TO-V-2163 (2495682),,2,,5.0,
0ff37946e9764e8eaa25a06675704ef5,7/6/2019,"Strada dei Tadini 23/11, Torino",,,3,,excellent/refurbished,Ground floor,330m²,Unfurnished,1 car,Owner,Autonomous,Livable,,,890,whole estate,,,>5,Yes,3.0,
bb4adb6dd4334f76b6495c14969d87fe,9/7/2019,"Via Monginevro 172, Torino",,Yes,1,,,,56m²,,,,,Livable,,,42.5,whole estate,,,4,,,"Pozzo Strada, Parella"
be00aeea0af24468ab28bbf7a219665e,15/07/2019,"Corso Grosseto 124, Torino",,Yes,1,,,,73m²,,,,,Livable,,,54,whole estate,,,3,,,"Borgo Vittoria, Parco Dora"
89eda7c7e71c47e3a624546c0a42dcba,30/07/2019,"Via Giovanni Servais 200, Torino",,Yes,2,,excellent/refurbished,1,183m²,Partly Furnished,1 car,Shared,Communal,Livable,Yes,250 € mensili,350,whole estate,,,>5,,3.0,"Pozzo Strada, Parella"
2b4488271bdd496a80590f986b910edf,10/6/2019,"Via Onorato Vigliani 223, Torino",,Yes,1,,to be refurbished,2,80m²,Unfurnished,no,Nothing,Communal,Small kitchen,,50 € mensili,65,whole estate,,,3,,5.0,Mirafiori Sud
4b12edb1985a4e8191233892ec0bd788,1/4/2019,"via Cialdini 12,  Torino",,Yes,2,,buono / abitabile,1,105m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,,248,whole estate,44 (2460758),,4,,4.0,
db51c19cbc2746c79cea8346c9ee79e7,26/03/2019,"Via Volpiano 20, Torino",,Yes,2,,excellent/refurbished,1,179m²,Unfurnished,1 car,Owner,Autonomous,Livable,,,249,whole estate,,,4,Yes,2.0,"Aurora, Barriera di Milano, Rebaudengo"
3d704c959dc0493abbc4d5334857026d,11/2/2019,"Via Chiesa della Salute  77,  Torino",,Yes,1,,,,80m²,,,,Communal,Small kitchen,,,42,,3 Locali - Via Chiesa della Salute 77 (2331214),,3,,,
7c8f4ab58e9449f38ce57158500d4e87,16/07/2019,"Via San Massimo 44, Torino",,Yes,1,,nuovo / in costruzione,Ground floor,95m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,70 € mensili,295,whole estate,,,4,,1.0,
512a888338034763b3e880830cf87ebe,10/8/2019,"Corso Massimo D'Azeglio,  Torino",,Yes,3,,to be refurbished,4,170m²,,1 car,,Communal,Livable,,250 € mensili,370,whole estate,8904,,>5,,,
08ed266796e1478abee609ac25436ec0,4/8/2019,"VIA GUIDO RENI,  Torino",,Yes,1,,nuovo / in costruzione,4,110m²,,,,Communal,,Yes,,196,whole estate,190226_id_5028,,5,,8.0,"Santa Rita, Mirafiori Nord"
59799a148bf540d6be5e761156f1affb,10/8/2019,"Corso Verona,  Torino",,,1,,nuovo / in costruzione,Ground floor,59m²,,no,Shared,Communal,Kitchenette,Yes,,165.2,whole estate,6858,,1,,2.0,"Regio Parco, Vanchiglia, Vanchiglietta"
474695d829f14c22a0c15deb9769aaca,13/03/2017,"Via Taggia 59, Torino",,Yes,1,,,1,85m²,,,,Communal,Livable,,75 € mensili,130,whole estate,,,3,,3.0,"Lingotto, Nizza Millefonti"
00ad5da8ab604080a8c525e757bea9d4,2/8/2019,"Via Federico Menabrea,  Torino",,Yes,1,,nuovo / in costruzione,last floor,85m²,Furnished,no,Nothing,Autonomous,Kitchenette,Yes,50 € mensili,250,whole estate,,,3,Yes,1.0,
7701dfdcfcf44413b1b0b2309210c044,24/07/2019,"Via Brunetta 3, Torino",,,1,,excellent/refurbished,Ground floor,60m²,,no,Shared,Autonomous,Livable,,35 € mensili,69.9,whole estate,,,2,,,"Borgo San Paolo, Cenisia"
0c5f8fa7fe7f43379e329767711deccb,23/07/2019,"Corso Guglielmo Marconi 20, Torino",,Yes,2,,nuovo / in costruzione,1,135m²,Unfurnished,,Nothing,Communal,Livable,Yes,,350,whole estate,MARCONI20_U30,,4,,6.0,San Salvario
0698f2fae1c94385b5ebb35709df0c97,1/7/2019,"via arona,  Torino",,Yes,1,,buono / abitabile,last floor,70m²,,,,Autonomous,,,83 € mensili,108,whole estate,40159284,,3,,4.0,
bf28f244831540259b75e605d5f5b350,10/7/2019,"Via Carlo Alberto 36, Torino",,Yes,3,,excellent/refurbished,1,185m²,Unfurnished,no,Shared,Autonomous,Livable,Yes,155 € mensili,745,whole estate,Carlo alberto,,>5,,4.0,
16999bc7928e4383966c8745c94db61f,20/06/2019,"Corso Enrico Gamba 39, Torino",,Yes,3,,excellent/refurbished,last floor,260m²,Partly Furnished,1 car,Shared,Autonomous,Livable,Yes,135 € mensili,475,whole estate,38,,>5,Yes,5.0,
6f837a1762ca4edfacb2fc1fcd9969a1,10/8/2019,"VIA Soana,  Torino",,Yes,1,,nuovo / in costruzione,1,63m²,,,Shared,Communal,Kitchenette,Yes,100 € mensili,99,whole estate,TIPO E - 1 PIANO,,2,Yes,4.0,"Aurora, Barriera di Milano, Rebaudengo"
f12cacc1d3fc473880c9ec767f279414,23/07/2019,"Strada di Settimo 33, Torino",,Yes,1,,excellent/refurbished,2,65m²,Furnished,no,Nothing,Autonomous,Livable,,15 € mensili,65,whole estate,110,,3,,3.0,"Regio Parco, Vanchiglia, Vanchiglietta"
a0795064e204487d8098ccb24f92eeca,10/8/2019,"Via Paolo Veronese, 77,  Torino",,Yes,1,,nuovo / in costruzione,7,58m²,,,,Communal,Livable,Yes,,110,whole estate,32351064-47,,2,,8.0,"Borgo Vittoria, Parco Dora"
11f822f9fb3944d3abf9473bb65f6a41,25/07/2019,"Via Nizza 179, Torino",,Yes,2,,buono / abitabile,1,150m²,Unfurnished,,Nothing,Communal,Small kitchen,Yes,125 € mensili,260,whole estate,A6179,,>5,,9.0,"Lingotto, Nizza Millefonti"
50a32f37f3a1432e982ae19c9b7f4f46,15/07/2019,"Via Giuseppe Baretti 25, Torino",,Yes,1,,buono / abitabile,2,55m²,,,,Autonomous,Livable,,50 € mensili,150,whole estate,Baretti 25,,3,,2.0,San Salvario
d96ce1aca25b489cba46e1769b482e29,10/8/2019,"Via Gubbio , 93,  Torino",,Yes,1,,,1,68m²,,1 car,Shared,Communal,,Yes,,140,whole estate,11515/6,,2,Yes,5.0,"Le Vallette, Lucento, Madonna di Campagna"
880ee30deb7f4c3d84abab4a101ca1aa,20/06/2019,"via ALFIERI  17,  Torino",,,1,,nuovo / in costruzione,Ground floor,75m²,Unfurnished,no,Owner,Communal,Livable,Yes,,170,,443 (2547037),,3,,7.0,
364515be848b4746a148b7d81ebfcd42,4/8/2019,"VIA SAN PAOLO,  Torino",,Yes,2,,nuovo / in costruzione,5,130m²,,,,Communal,,Yes,100 € mensili,298,whole estate,190721_id_6111,,5,,8.0,"Borgo San Paolo, Cenisia"
23e997e835114ad7965387a86542819a,10/4/2019,"Corso Carlo e Nello Rosselli,  Torino",,Yes,1,,buono / abitabile,2,77m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,75 € mensili,179,whole estate,to179,,3,,6.0,"Santa Rita, Mirafiori Nord"
a5959e6dc7314f928ff21dc7f92a2ede,22/07/2019,"Piazza Derna 225, Torino",,,1,,,,56m²,,,,,Small kitchen,,,27,whole estate,,,2,,,"Aurora, Barriera di Milano, Rebaudengo"
1b14149f55ec4f3789490b83dd96dfd1,4/6/2019,"Via Cernaia 22, Torino",,Yes,1,,to be refurbished,4,92m²,Unfurnished,no,Nothing,Communal,A vista,Yes,186 € mensili,260,whole estate,,,2,,4.0,Centro
0ac1c723abc74e3f8efff4570dbbfea0,13/06/2019,"Via San Donato 43, Torino",,Yes,1,,to be refurbished,last floor,120m²,,no,Nothing,Autonomous,Livable,Yes,90 € mensili,159,whole estate,GFP,,5,,4.0,"Campidoglio, San Donato, Cit Turin"
c66a226f41b046b78df0b37d565a566d,1/8/2019,"via Barletta 150,  Torino",,Yes,1,,nuovo / in costruzione,5,70m²,Unfurnished,,Shared,Communal,A vista,Yes,,210,whole estate,Le Matine B 70-5 (2112520),,2,Yes,6.0,
799f0d56dd62470f89ff517c949386ea,22/07/2019,Torino,,Yes,1,,to be refurbished,,106m²,Unfurnished,parking space,Shared,Communal,,,67 € mensili,392,whole estate,V238.10150,,4,Yes,2.0,"Cavoretto, Gran Madre"
57becb205d9c465c85988fec9de33b5e,29/07/2019,"Via Lanzo, 49,  Torino",,Yes,1,,excellent/refurbished,5,75m²,Unfurnished,no,Nothing,Communal,Kitchenette,Yes,,105,whole estate,21341076-91,,3,,7.0,"Le Vallette, Lucento, Madonna di Campagna"
f3834b013e664932a6bc6cad9b5ca63f,11/2/2019,"Via Sansovino, 95,  Torino",,Yes,1,,excellent/refurbished,7,89m²,Unfurnished,1 car,Shared,Communal,Small kitchen,Yes,100 € mensili,139,whole estate,20551198-471,,3,,9.0,"Le Vallette, Lucento, Madonna di Campagna"
b922e8129d3242fab2e59bf32d1fa9e7,20/06/2019,"corso peschiera  242 bis,  Torino",Yes,,1,,excellent/refurbished,Ground floor,45m²,Furnished,no,Nothing,Communal,Livable,Yes,33 € mensili,85,,7712 (2545717),,2,,5.0,
3ebdc807272744f5bc06703149e3703e,17/07/2019,"Via Errico Giachino 24, Torino",,Yes,1,,excellent/refurbished,2,50m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,50 € mensili,49,whole estate,Bilocale ristrutturato Via Giachino/ Via Tesso,,2,,5.0,"Borgo Vittoria, Parco Dora"
29562f6da3cd433594e35de9b7bc65a1,2/8/2019,"via caltanissetta,  Torino",,Yes,1,,to be refurbished,5,50m²,,,,Communal,Livable,,50 € mensili,49,whole estate,40117606,,2,,5.0,
a3b68c88b86a461f9c55a62f858992d0,8/8/2019,"via Masserano,  Torino",,Yes,2,,excellent/refurbished,4,104m²,,1 car,Nothing,Communal,Livable,,,270,,-2477682,,4,,5.0,
0556fc3839c844f1a71a222853ced8c6,28/11/2018,"Via San Donato 101, Torino",,Yes,3,,excellent/refurbished,,209m²,Partly Furnished,1 car,Nothing,Autonomous,Livable,Yes,160 € mensili,690,whole estate,Loft Via San Donato,,>5,Yes,5.0,"Campidoglio, San Donato, Cit Turin"
c2f0684db291452bbbe6ef0898637f91,23/07/2019,"Via Bardonecchia 158A, Torino",,Yes,1,,excellent/refurbished,1,65m²,Unfurnished,no,Nothing,Autonomous,Small kitchen,Yes,75 € mensili,99,whole estate,2MDPS,,2,,5.0,"Pozzo Strada, Parella"
aeb7b69ad3d94e88b4f628cf556fdcaf,16/04/2019,"piazza Omero,  Torino",,Yes,1,,buono / abitabile,1,53m²,Unfurnished,no,Nothing,Communal,Livable,,,55,whole estate,ST100301 (2338189),,2,,4.0,
7f34ce2add7d4f99972837795da48049,2/8/2019,"via Nizza 142,  Torino",,Yes,1,,buono / abitabile,2,70m²,Unfurnished,1 car,Nothing,Communal,Livable,Yes,75 € mensili,128,whole estate,-2138232,,3,,5.0,"Lingotto, Nizza Millefonti"
629823cbdeb64a8e934f2f32e9682c32,6/12/2018,"Viale XXV Aprile,  Torino",,Yes,2,,nuovo / in costruzione,2,140m²,,,Owner,Communal,Kitchenette,Yes,,639,whole estate,00T-01637,,>5,,3.0,"Cavoretto, Gran Madre"
eea68131e8b842aea1a4cec001daa712,9/4/2019,Torino,,Yes,1,,to be refurbished,last floor,90m²,,1 car,,Communal,Small kitchen,Yes,100 € mensili,89,whole estate,,,4,Yes,5.0,"Aurora, Barriera di Milano, Rebaudengo"
1373e263ea7e4c2293e9dbaf00459efe,1/8/2019,"Via Giuseppe Mazzini, 62,  Torino",,,2,,excellent/refurbished,multi-level,118m²,,no,,Communal,Livable,Yes,66 € mensili,480,whole estate,RM20551010,,4,,2.0,
acaa758b596a4155a23cdb50860e4013,2/8/2019,"via Monforte 7,  Torino",,Yes,1,,buono / abitabile,1,90m²,Unfurnished,no,Nothing,Communal,Livable,Yes,60 € mensili,165,whole estate,mdm Monforte7 (2567331),,3,,5.0,
443b040be0a34b74875cb2016d264c9b,11/11/2018,"Corso Unione Sovietica 617, Torino",,Yes,2,,excellent/refurbished,raised floor,160m²,Unfurnished,no,Owner,Autonomous,Livable,,90 € mensili,295,whole estate,A1502,,5,Yes,2.0,Mirafiori Sud
beebaa3cdc4440ab8268cd64d123ed08,21/06/2019,"Via Arquata 13, Torino",,Yes,1,,excellent/refurbished,raised floor,45m²,,no,Shared,Autonomous,Livable,,,90,whole estate,,Yes,2,,4.0,"Crocetta, San Secondo"
92e64e0aec45459ea38a3ecedf5e99f2,7/6/2019,"via Parenzo 68,  Torino",,Yes,1,,buono / abitabile,raised floor,89m²,Unfurnished,no,Shared,Communal,Livable,,125 € mensili,59,whole estate,12952 (1434),,4,,3.0,
9198dba8f1024e0a8bd1a21db7c91fe0,2/8/2019,"via rossana,  Torino",Yes,,1,,buono / abitabile,3,90m²,Unfurnished,1 car,Nothing,Autonomous,Livable,Yes,,170,whole estate,40205554,,4,,,
2bf103ca93cb40d79a251a95fe8366c5,7/6/2019,"Via Passo Buole,  Torino",,Yes,3,,excellent/refurbished,2,140m²,Unfurnished,1 car,Nothing,Communal,Kitchenette,Yes,108 € mensili,278,whole estate,40039021,,>5,,5.0,
9fe9248f16504751a7a1e19974d9c54c,4/6/2019,"Via Onorato Vigliani 203, Torino",,Yes,1,,buono / abitabile,,60m²,Unfurnished,1 car,Owner,,Small kitchen,,,85,whole estate,Onorato Vigliani 203,,2,,,Mirafiori Sud
98b6e23f57744739bef45cb8db45f538,21/06/2019,"via borgaro,  Torino",Yes,Yes,1,,excellent/refurbished,1,33m²,,,Shared,Communal,Livable,Yes,50 € mensili,35,whole estate,40134743,,1,,6.0,
97db20d707884ce780b84c7f18bae14f,29/07/2019,"Via Caraglio,  Torino",,,1,,to be refurbished,raised floor,49m²,,,,Autonomous,Livable,,,45,whole estate,40205304,,2,,4.0,
7d5a20e23c79462ea21f49958249c4cd,27/02/2019,"Corso Giulio Cesare 157, Torino",,Yes,1,,buono / abitabile,3,40m²,Unfurnished,no,Nothing,Communal,Kitchenette,Yes,60 € mensili,40,whole estate,TO 186,,2,,5.0,"Aurora, Barriera di Milano, Rebaudengo"
44f0e76050144f3aaaa86eee4e17c248,29/03/2019,"via Angelo Messedaglia, 24,  Torino",,,1,,buono / abitabile,2,55m²,Unfurnished,no,Nothing,Autonomous,Livable,,50 € mensili,43,whole estate,40121681,,2,,3.0,"Le Vallette, Lucento, Madonna di Campagna"
ba9b419779994468be6f6ba731a37e1c,30/10/2018,"Via Franco Bonelli 8, Torino",,Yes,1,,excellent/refurbished,3,90m²,,,,Autonomous,Livable,,70 € mensili,228,whole estate,Bonelli,,4,,5.0,Centro
7d7ba3bee31a4e908d6cc98a7be816e0,15/07/2019,"via Lagrange 24,  Torino",Yes,Yes,2,,nuovo / in costruzione,last floor,195m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,1 € mensili,Prezzosurichiesta,whole estate,LAGRANGE5G2 (2559465),,5,Yes,6.0,
4ec89fea8aaa47629a833f9d52ab11d7,2/5/2019,"corso Germano Sommeiller 10,  Torino",,Yes,1,,excellent/refurbished,3,130m²,,no,Shared,Communal,Livable,Yes,83 € mensili,395,whole estate,28717 (2399608),,5,,5.0,"Crocetta, San Secondo"
cc2792b899e14448b1703e3d991171c8,9/8/2019,"corso casale  104,  Torino",,,1,,excellent/refurbished,3,50m²,Unfurnished,,,Autonomous,Livable,,,105,whole estate,-2548138,,2,,4.0,
68281be694504400a8e0caf50d43d191,21/03/2019,"Via San Marino 25, Torino",,Yes,2,,excellent/refurbished,1,130m²,Unfurnished,1 car,Nothing,Communal,Livable,Yes,,288,whole estate,Via San Marino 25,,5,,5.0,"Santa Rita, Mirafiori Nord"
5ba5d5a452e346809e9192f7186cbcca,11/7/2019,"Via Viverone 9, Torino",,Yes,1,,buono / abitabile,3,90m²,Unfurnished,no,Nothing,Communal,Livable,Yes,65 € mensili,145,whole estate,,,4,,5.0,"Pozzo Strada, Parella"
f35b83c97851438cba3c90360cc316a9,29/07/2019,"Largo Vincenzo Lancia,  Torino",,Yes,1,,excellent/refurbished,4,92m²,Unfurnished,no,Nothing,Communal,Livable,Yes,80 € mensili,199,whole estate,TO220,,4,,10.0,"Borgo San Paolo, Cenisia"
9d2755e44ffb4a69a3876075e362b5d2,2/7/2019,"Via Luigi Palma di Cesnola 21, Torino",,Yes,1,,buono / abitabile,last floor,55m²,Partly Furnished,no,Nothing,Communal,Livable,Yes,50 € mensili,48,whole estate,,,2,,5.0,"Santa Rita, Mirafiori Nord"
ca562431c52749b1a477eb7f8d2a61ee,23/07/2019,"via Ada Negri,  Torino",,Yes,1,,buono / abitabile,2,55m²,Unfurnished,1 car,Nothing,Communal,Small kitchen,Yes,50 € mensili,79,whole estate,011-3979760 (2475101),,2,,5.0,
ae1cecb7a1ab4251926f274cddb27aff,24/05/2019,"via Viriglio 17,  Torino",,Yes,1,,buono / abitabile,4,70m²,,no,Nothing,Communal,Small kitchen,,,42,whole estate,1018 (2381291),,3,,5.0,
5481d12e038847448f5d9e3088c52b85,4/8/2019,"VIA VIGONE,  Torino",,Yes,2,,nuovo / in costruzione,2,100m²,,,,Communal,,Yes,,268,whole estate,190306_id_5116,,4,,4.0,"Borgo San Paolo, Cenisia"
34663848fdb94226b7aa465813f21102,12/12/2018,"Corso Principe Oddone, 82,  Torino",,Yes,1,,buono / abitabile,3,110m²,Unfurnished,no,,Communal,Livable,Yes,75 € mensili,169,whole estate,31.6547,,4,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
5ace4f4440ef4eceb6b30c253aba203e,2/8/2019,"via chiesa della salute,  Torino",,Yes,1,,buono / abitabile,4,75m²,Unfurnished,no,Nothing,Communal,Livable,,67 € mensili,54,whole estate,40206692,,3,,5.0,"Borgo Vittoria, Parco Dora"
760707f7e93e4ba7aa6e96dc27f42911,8/6/2019,"Via Fratelli De Maistre 6, Torino",,Yes,1,,to be refurbished,2,70m²,Unfurnished,,,Communal,Livable,,,72,whole estate,FILADELFIA 701,,3,,6.0,Mirafiori Sud
4e266fb3b3794465b37cd55544cf7231,29/06/2019,"via Via Sotellaro 47,  Torino",,Yes,2,,,last floor,100m²,,parking space,,Communal,Livable,Yes,,115,whole estate,4 LOCALI - VIA SCOTELLARO 47 (2526608),,4,,10.0,
b04d47089a7e4f48b8a7f213ae91ec4a,5/6/2019,"via montenero,  Torino",,Yes,1,,buono / abitabile,1,90m²,Unfurnished,,,Communal,Livable,Yes,,75,whole estate,21943492,,5,,5.0,
788a7c881df44c2b8e9626c6580b6eb8,13/06/2019,"Corso Trapani,  Torino",,Yes,1,,buono / abitabile,raised floor,80m²,Unfurnished,no,Nothing,Communal,Livable,,60 € mensili,145,whole estate,441,,3,,6.0,"Borgo San Paolo, Cenisia"
2d4a7e7717624d659eee1efb2ed8cabc,15/06/2019,"Via Biella 21, Torino",,,1,,nuovo / in costruzione,Ground floor,99m²,Unfurnished,,Shared,Communal,A vista,Yes,80 € mensili,148,whole estate,1C Biella,,2,,3.0,"Aurora, Barriera di Milano, Rebaudengo"
c7631df4eb5d4f688b7673677ca1690d,25/06/2019,"via caraglio,  Torino",,,2,,buono / abitabile,Ground floor,140m²,,parking space,,Autonomous,Livable,,6 € mensili,390,whole estate,40188585,,>5,Yes,1.0,
af2f56f4d4644dc5b666a5bf20aaea27,4/6/2019,"via Modena,  Torino",,,1,,excellent/refurbished,,40m²,Unfurnished,no,Nothing,Autonomous,Kitchenette,,,109,whole estate,RG91 (2531282),,1,,,
0e5ae6432c8d46aea5b944029e99bbac,5/8/2019,"Via Cigliano 3, Torino",,,1,,nuovo / in costruzione,Ground floor,57m²,Partly Furnished,no,Owner,Autonomous,Livable,,,125,whole estate,cigl.3,,2,,3.0,"Regio Parco, Vanchiglia, Vanchiglietta"
f602271a384f4da2bab70f793c7a8af1,16/02/2017,"Via Ormea 164, Torino",,,1,,buono / abitabile,2,37m²,Furnished,no,,Communal,Small kitchen,Yes,202 € mensili,70,whole estate,,Yes,1,Yes,6.0,San Salvario
f4c600d2dcef439d923c57d88b84c8c6,31/05/2019,"Via Masserano 2, Torino",,Yes,2,,excellent/refurbished,3,105m²,Unfurnished,1 car,Nothing,Communal,Livable,Yes,100 € mensili,250,whole estate,viamasseranoFRIMM,,4,,5.0,"Aurora, Barriera di Milano, Rebaudengo"
d3149b61e22c4e64a87a55790f24b8bc,17/07/2019,"viale RADICH 18 A,  Torino",,Yes,2,,buono / abitabile,2,110m²,,,Shared,Communal,Livable,Yes,,165,Residual life estate,LORENZO CHIOLERO (2560890),,4,,6.0,
bf56b0babd6d4e3ba28e63ecb593c929,10/6/2019,"via Castelgomberto  156,  Torino",,Yes,1,,excellent/refurbished,2,55m²,Unfurnished,no,Nothing,Communal,A vista,Yes,,99,whole estate,860A (2540574),,2,,6.0,
2b95c6f92dd0442aac49d34051f82be1,29/07/2019,"Via Emilio Bongiovanni 13, Torino",,Yes,3,,excellent/refurbished,5,135m²,Unfurnished,no,Nothing,Autonomous,Livable,Yes,120 € mensili,259,whole estate,5 LOCALI STABILE NUOVO VIA BONGIOVANNI,,5,,5.0,"Borgo Vittoria, Parco Dora"
85421e33294f4eec9512593492ff89df,22/07/2019,"Via Onorato Vigliani 63, Torino",,Yes,1,,excellent/refurbished,1,80m²,Unfurnished,no,Nothing,Communal,Small kitchen,,68 € mensili,105,whole estate,Merlino Real estate,,3,,1.0,Mirafiori Sud
d11e28bf1d2d49d8ae2edad0982b16bd,15/07/2019,"Via Antonio Canova 20, Torino",,Yes,1,,to be refurbished,raised floor,82m²,Unfurnished,no,Nothing,Communal,A vista,Yes,,76,whole estate,0026574535/18ESLUcanovaTOLZ,,3,,5.0,
adf017aa616c4f05904734dc2a11c394,4/8/2019,"CORSO VITTORIO EMANUELE II,  Torino",,Yes,2,,nuovo / in costruzione,7,132m²,,,,Communal,,Yes,,369,whole estate,190501_id_5466,,4,,9.0,"Borgo San Paolo, Cenisia"
3457fdf1026c4e60bef2447cde871db8,25/07/2019,"Via Cortemilia 14, Torino",,Yes,1,,,,57m²,,,,,Small kitchen,,,42,whole estate,,,2,,,"Lingotto, Nizza Millefonti"
8fa7dd88ccc248d3a04dfbc49457cfb4,29/06/2019,"Via Chiesa della Salute  63,  Torino",Yes,Yes,1,,excellent/refurbished,last floor,100m²,,,,Autonomous,Livable,Yes,,120,whole estate,5 LOCALI - VIA CHIESA DELLA SALUTE 63 (2400298),,5,,4.0,
f1564930b90a42848af05916add65030,8/5/2019,"Corso Taranto, 64,  Torino",,Yes,1,,,last floor,60m²,Unfurnished,no,Shared,Communal,Small kitchen,Yes,50 € mensili,59,whole estate,21984310,,2,,10.0,"Regio Parco, Vanchiglia, Vanchiglietta"
680b507126d34f39b8ef1b6a2c963d78,4/8/2019,"VIA ARVIER,  Torino",,Yes,1,,nuovo / in costruzione,5,75m²,,,,Communal,,Yes,,179,whole estate,190107_id_4773,,3,,5.0,"Pozzo Strada, Parella"
4b59958c65fc4967b3e08f201d69cb1b,4/8/2019,"VIA MONGINEVRO,  Torino",,Yes,2,,nuovo / in costruzione,3,114m²,,,,Communal,,Yes,62 € mensili,295,whole estate,190721_id_6117,,4,,4.0,"Borgo San Paolo, Cenisia"
857b8b9987f74c53a6ec147132ed82d0,1/2/2019,"corso allamano, 40,  Torino",,Yes,2,,excellent/refurbished,2,160m²,Unfurnished,no,Nothing,Communal,Livable,,117 € mensili,267,whole estate,40031880,,>5,,2.0,"Santa Rita, Mirafiori Nord"
5bde3a061cad4c288884fa990156bac0,8/6/2019,"Via Principe Amedeo 21, Torino",,,1,,nuovo / in costruzione,4,75m²,,,,Communal,Livable,Yes,40 € mensili,239,whole estate,125,,3,,4.0,
b8762a5dc38e4f3a9b37a5506f236e58,26/07/2019,"Via Amerigo Vespucci 69, Torino",,Yes,2,,excellent/refurbished,1,170m²,Unfurnished,1 car,Nothing,Communal,Livable,Yes,200 € mensili,395,whole estate,,,5,,5.0,"Crocetta, San Secondo"
